ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_95TCY7,malawi,43,Don’t know or N/A,Yes,No,Don't know,Yes,750000,30000,25000,29,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Don't know,Yes,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_GDIX1C,eswatini,45,Yes,No,No,No,Yes,500,1200,10800,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,No,Yes,,Yes,Never had,Never had,Never had,,6,Never had,Have now,,Never had,Never had,Medium
ID_NG806W,eswatini,57,No,No,Yes,Yes,Yes,1000,600,400,4,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, sometimes",Yes,Yes,No,No,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_4D0GJY,eswatini,38,No,Yes,No,Yes,Yes,1000,1600,2000,6,Never had,Never had,0,Yes,Male,No,No,Never had,"Yes, always",Yes,No,No,No,Yes,,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_50KWD0,zimbabwe,67,No,No,No,Don't know,Don't know,300,930,1200,1,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,9,Have now,Used to have but don't have now,Yes,,,Medium
ID_0I9BL1,eswatini,32,No,Yes,No,No,Yes,1500,1900,3000,3,Never had,Have now,Yes,Yes,Male,No,No,Never had,"Yes, always",Yes,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,0,Never had,Never had,,Have now,Never had,Low
ID_PM9OTT,zimbabwe,41,Yes,No,No,Don't know,Yes,80,960,600,2,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_1QJHDD,zimbabwe,27,Yes,No,No,No,Yes,300,480,7200,1,Never had,Have now,,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,,,,,,,No,5,Never had,Never had,,,,Low
ID_49YWS3,lesotho,44,Yes,No,No,No,Don't know,12000,3600,12000,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_2QSZO1,lesotho,73,Yes,Yes,No,Yes,Yes,3500,400,2500,6,Never had,,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_C4PW8Z,malawi,33,No,Yes,No,No,No,7200,1680000,864000,16,,Never had,Yes,No,Female,No,No,Never had,No,No,Yes,No,,No,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_SZDXIM,eswatini,42,No,No,Yes,No,Yes,5000,14000,25000,10,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,No,Yes,,Yes,Never had,Never had,Have now,,2,Never had,Have now,,Have now,Have now,Medium
ID_0NLW0V,eswatini,44,Yes,No,No,Yes,Yes,700,300,1000,1,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, always",Yes,No,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_NTVR4F,malawi,26,No,No,No,No,Yes,40000,10000,15000,4,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_LO4QDB,eswatini,64,Yes,No,Yes,No,Yes,7000,14000,124800,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,,Yes,Never had,Never had,Have now,,1,Never had,Have now,,Never had,Never had,Medium
ID_TPJ7C9,malawi,30,Don’t know or N/A,Yes,No,Don't know,Yes,750000,500000,9000000,,,Have now,No,Yes,Male,"Yes, always",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Don't know,Never had,Used to have but don't have now,No,11,,,No,,,Low
ID_GGZ647,zimbabwe,39,Yes,Yes,No,Yes,Yes,100,600,600,1,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_NPZCU7,eswatini,34,Yes,No,No,Yes,Yes,2000,1900,6750,9,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,7,Never had,Never had,,Never had,Never had,Low
ID_MH43NV,zimbabwe,52,Yes,Yes,No,No,No,250,1440,3000,4,Never had,,,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_P7B4HJ,lesotho,43,No,No,No,Yes,Yes,97,97,97,9,Never had,Have now,Yes,,,,,,,,,,No,Don't know,Yes,Yes,Used to have but don't have now,Never had,Never had,,,,,No,Never had,Never had,Medium
ID_XUJ3AC,eswatini,29,Yes,No,No,No,Yes,1500,9600,30000,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,No,Yes,Yes,Have now,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Medium
ID_ZD7128,zimbabwe,35,No,No,No,No,Yes,90,1680,2280,7,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,6,Never had,Never had,Yes,,,Low
ID_5L1GSM,zimbabwe,27,Yes,No,Don’t know,Yes,Yes,700,6000,1440,2,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,,,,,,,Yes,9,Never had,Never had,,,,Low
ID_QGAN2I,malawi,57,Yes,Yes,No,No,Yes,3600000,30000000,43200000,6,,Have now,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_G6G04J,eswatini,42,No,No,Yes,Yes,Yes,1500,200,400,9,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Never had,Never had,Have now,,8,Never had,Never had,,Never had,Never had,Medium
ID_YZ9VLU,eswatini,28,Yes,No,No,No,No,2000,84000,120000,3,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Never had,Low
ID_A5VIXR,lesotho,40,Yes,No,No,Don't know,Yes,180,530,600,1,Never had,,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_31YK6F,malawi,32,No,No,No,Yes,No,200000,120000,175000,7,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,,Don't know,No,Yes,Never had,Never had,Never had,Yes,,,,Yes,Have now,Never had,Low
ID_QTC4EI,zimbabwe,34,No,Yes,No,Yes,Yes,40,60,1080,5,Never had,,,No,Female,No,No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,5,Never had,Never had,,,,Low
ID_LACYDC,malawi,50,Don’t know or N/A,No,No,Don't know,No,1200000,1000000,1000000,7,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,Yes,Never had,Have now,Never had,Yes,,,,No,,,Low
ID_J2NWBA,malawi,34,Yes,No,No,No,Yes,750000,3500000,5360000,6,,Have now,No,No,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_HDTROJ,malawi,63,Don’t know or N/A,No,Yes,Yes,Yes,2000000,1200000,2000000,4,Have now,Have now,No,Yes,Male,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,Have now,Have now,No,,,High
ID_VSPYZF,malawi,66,Don’t know or N/A,Yes,No,Don't know,Don't know,6000000,5600000,72000000,13,,Have now,No,No,Male,No,No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Don't know,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_1TGLNS,malawi,30,Don’t know or N/A,Yes,No,No,No,300000,1000000,2000000,6,,Have now,No,Yes,Female,No,No,Never had,Yes,No,Yes,Yes,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Have now,Never had,Medium
ID_Z9K33T,malawi,29,Yes,Yes,Don’t know,Yes,Yes,900000,80000,900000,2,,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_YYP6S0,lesotho,47,No,Yes,No,No,Yes,300,400,1300,6,Never had,,,,,,,,,,,,No,Yes,Yes,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_HCGW33,eswatini,36,Yes,No,No,Yes,Yes,3500,1500,3500,3,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Never had,,0,Never had,Have now,,Used to have but don’t have now,Never had,Medium
ID_JJUIDC,malawi,35,No,No,No,Don't know,Yes,400000,200000,4200000,10,,Never had,No,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Have now,No,,,,Yes,,,Low
ID_Z8TRTM,eswatini,38,Yes,No,Yes,No,No,96000,30000,96000,3,Never had,Never had,0,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_T8KX7G,zimbabwe,49,Yes,Yes,Don’t know,No,Yes,100,1800,3600,4,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,,,,,,,Yes,3,Never had,Never had,,,,Low
ID_RV0LG9,eswatini,39,Yes,No,No,No,Yes,2000,1500,5000,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,No,No,No,Yes,,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_MGAB1W,malawi,42,Don’t know or N/A,No,No,Don't know,Don't know,735000,27000,25000,,,Have now,No,Yes,Male,"Yes, always",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,6,,,No,,,Low
ID_2KRE4V,eswatini,31,Yes,No,Yes,Yes,Yes,7000,40000,50000,0,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_2IMB30,lesotho,37,No,No,Yes,No,Yes,97,10000,8000,3,Never had,Have now,,,,,,,,,,,Yes,Yes,No,Yes,Have now,Used to have but don't have now,Used to have but don't have now,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_CTR62B,zimbabwe,56,Yes,No,No,Yes,Yes,400,2784,4800,6,Have now,Have now,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,0,Have now,Have now,Yes,,,Medium
ID_K0AXYC,eswatini,41,No,No,No,Yes,Yes,500,200,4000,3,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_5DTAEG,eswatini,30,Yes,No,No,Yes,Yes,500,250,500,0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Don't know,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Never had,,Never had,Never had,Low
ID_TKEYW0,malawi,20,No,No,No,Yes,No,1350000,890000,16200000,4,,Never had,Yes,No,Male,No,Yes,Never had,No,No,Yes,No,,No,No,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_JYYIIR,lesotho,31,Yes,Yes,No,Don't know,Don't know,7000,2000,3500,2,Never had,Have now,,,,,,,,,,,Don't know,No,No,Yes,,,,,,,,No,Never had,Used to have but don't have now,Low
ID_U6TJ2P,zimbabwe,47,Yes,Yes,No,No,Yes,50,360,600,0,Never had,,,Yes,Male,No,Yes,Never had,No,No,Yes,No,No,,,,,,,No,2,Have now,Have now,,,,Medium
ID_PFXI5N,eswatini,26,Yes,Yes,No,Yes,Yes,500,300,3500,0,Never had,Never had,0,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_UG8POK,malawi,65,Don’t know or N/A,No,Yes,Don't know,Yes,560000,30000,5000000,1,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,No,Yes,No,Never had,Never had,Have now,Yes,,,,Yes,,,Low
ID_1R91R0,eswatini,34,Yes,No,No,Yes,Yes,700,1800,2200,0,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_NGETL5,lesotho,99,Yes,Yes,Yes,Don't know,Don't know,10000,35000,50000,10,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,No,Yes,Never had,Have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_96P1BY,zimbabwe,37,No,No,Yes,No,Yes,70,1800,4800,12,Never had,,,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,,,,,,,Yes,4,Never had,Have now,Yes,,,Medium
ID_GI9MYU,zimbabwe,19,No,No,No,No,Yes,200,7200,10800,3,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_SXTHNM,zimbabwe,40,Yes,No,No,No,No,800,6000,10200,2,Never had,,,No,Female,No,No,Never had,No,No,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_1VRUJ4,zimbabwe,24,Yes,No,No,No,Yes,250,1560,2400,3,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,No,,,,,,,No,2,Never had,Have now,Yes,,,Medium
ID_DIGXL9,eswatini,57,Yes,No,Yes,No,Yes,500,2000,3000,7,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,5,Never had,Have now,,Never had,Never had,Medium
ID_N1BT9W,eswatini,36,Yes,Yes,Yes,No,Yes,2500,3700,6500,2,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,6,Never had,Have now,,Never had,Have now,Medium
ID_EN2Z7M,lesotho,58,No,No,No,Don't know,Don't know,2000,2822,5000,4,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Never had,Never had,Low
ID_IBLJH7,eswatini,74,Yes,No,No,No,Yes,15000,500000,800000,33,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,,Never had,Never had,Have now,,7,Never had,Never had,,Never had,Never had,Low
ID_SIS1BW,malawi,24,Don’t know or N/A,No,No,Don't know,Don't know,900000,640000,900000,4,,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_NKVB2H,malawi,36,Don’t know or N/A,Yes,No,Don't know,Yes,1620000,7500000,14000000,2,,Have now,No,No,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,No,No,,Yes,Yes,No,Never had,Never had,Have now,No,,,,Yes,,,Low
ID_YH36MO,eswatini,60,Yes,Yes,No,Yes,Yes,500,1800,3000,8,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,0,Never had,Never had,,Never had,Never had,Low
ID_PUSRZA,eswatini,65,No,Yes,No,Yes,No,2500,1500,2500,35,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_XPNMJQ,eswatini,35,Don’t know or N/A,No,No,Yes,Yes,500,6500,15000,5,Never had,Have now,0,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't Know,No,No,No,Yes,,Yes,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Never had,Low
ID_G5NQJQ,eswatini,44,Yes,Yes,No,No,No,6500,1700,2500,4,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,No,No,No,Yes,,Yes,Never had,Never had,Never had,,8,Never had,Have now,,Never had,Never had,Medium
ID_D06JGY,lesotho,33,Yes,No,No,Don't know,Don't know,3000,1200,300,7,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_OTKQXW,lesotho,36,Yes,No,No,Don't know,Yes,97,1200,97,2,Never had,Have now,,,,,,,,,,,Don't know,Yes,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Yes,Never had,Used to have but don't have now,Low
ID_YQ8QDS,malawi,23,Don’t know or N/A,Yes,No,No,Don't know,840000,70000,35000,4,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,No,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_C94TWK,malawi,35,No,Yes,No,Yes,Yes,960000,6000000,11520000,15,,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_JODCK8,eswatini,30,Yes,No,Yes,No,Yes,500,21600,45600,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,Yes,Yes,Have now,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Medium
ID_TCQR3E,eswatini,36,No,Yes,Yes,Yes,No,1000,1300,4200,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,11,Never had,Have now,,Never had,Never had,Medium
ID_R4C9AS,malawi,42,No,No,No,No,No,2129170,550000,25550000,7,,Have now,Yes,No,Female,No,Yes,Never had,No,No,Yes,Yes,,Yes,No,No,Never had,Never had,Have now,Yes,,,,Yes,Never had,Never had,Medium
ID_N23648,lesotho,48,No,Yes,No,Yes,Yes,97,50,300,1,Never had,,,,,,,,,,,,Don't know,No,No,,,,,,,,,Yes,Never had,Used to have but don't have now,Low
ID_OE8T4J,zimbabwe,29,Yes,Yes,No,Don't know,Yes,70,600,480,1,Never had,,,No,Female,No,No,Never had,No,Don't know,Yes,No,Don't know,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_IVZOU1,malawi,26,Yes,No,No,Yes,Yes,470000,180000,600000,1,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,No,Never had,Never had,Low
ID_UUKGSU,malawi,32,Yes,Yes,Yes,Yes,Yes,150000,500000,28800000,9,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,,No,Yes,No,Never had,Never had,Have now,Yes,,,,Yes,Never had,Never had,Low
ID_ZMV6RL,malawi,30,Yes,Yes,No,Yes,Yes,3000000,18000000,36000000,12,,Have now,No,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_FKLULX,zimbabwe,26,Yes,Yes,No,Yes,Yes,60,480,720,1,Never had,,,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,Yes,,,,,,,Yes,2,Never had,Never had,,,,Low
ID_8WKDEF,zimbabwe,26,Yes,No,No,Don't know,Yes,120,480,1440,0,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,No,No,Don't know,,,,,,,No,1,Never had,Never had,,,,Low
ID_2XFLZK,zimbabwe,36,Yes,No,No,No,Yes,150,900,1800,2,Never had,,,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_I8RVJF,zimbabwe,18,Yes,No,No,Yes,Yes,30,60,480,2,Never had,,,No,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_TLINJ1,lesotho,60,Yes,Yes,Don’t know,Don't know,Yes,100,97,97,0,Never had,,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Used to have but don't have now,,Low
ID_F292VR,zimbabwe,57,No,Yes,No,No,Yes,,,,3,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,No,7,Never had,Never had,Yes,,,Low
ID_X5QJIC,eswatini,44,No,No,No,Yes,Yes,600,4000,7000,5,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_TSVLUO,zimbabwe,23,Yes,No,No,Don't know,Yes,80,960,2400,2,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,No,,,,,,,Yes,0,Never had,Have now,,,,Medium
ID_F5CDFM,zimbabwe,39,Yes,Yes,No,No,Yes,30,180,540,9,Never had,,,Yes,Male,No,No,Never had,No,No,Yes,No,No,,,,,,,Yes,0,Never had,Never had,Yes,,,Low
ID_CBIKPD,malawi,49,Don’t know or N/A,No,No,Don't know,Don't know,30000,100000,30000,5,,Have now,No,No,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_X5IC86,eswatini,51,Yes,Yes,Yes,Yes,Yes,500,5000,20000,15,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,,11,Never had,Never had,,Never had,Never had,Low
ID_MO7RN7,malawi,56,Yes,No,No,Don't know,Don't know,375000,80000,4500000,,Never had,Never had,No,Yes,Male,"Yes, sometimes",No,Have now,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Don't know,Yes,No,Never had,Never had,Never had,Yes,9,Never had,Never had,No,,,Medium
ID_N2D7KI,eswatini,73,Yes,Yes,No,No,Yes,4000,14000,17000,8,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,6,Never had,Have now,,Never had,Never had,Medium
ID_5CF72G,eswatini,66,Yes,No,No,No,Yes,9000,4000,156000,25,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Have now,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,2,Never had,Never had,,Have now,Never had,Medium
ID_Y6KGJI,zimbabwe,43,Yes,No,No,Don't know,Yes,30,420,600,12,Never had,Have now,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_W7NHPG,malawi,20,No,No,No,No,No,252000,2880000,3024000,,,Never had,Yes,No,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,3,,,Yes,Never had,Never had,Low
ID_9M94UZ,eswatini,38,Yes,Yes,No,No,Yes,800,3500,5000,3,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,0,Never had,Never had,,Never had,Never had,Low
ID_U9IVLX,eswatini,39,Yes,No,Yes,No,Yes,30000,220000,360000,5,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,,,Never had,Have now,Never had,,6,Never had,Never had,,Never had,Never had,Low
ID_RJDL2A,malawi,33,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,1200000,100000,14400000,2,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Used to have but don't have now,No,,,,No,,,Medium
ID_29V3AN,malawi,37,No,Yes,No,No,No,5000,10000,15000,2,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_GDUQ6D,eswatini,44,Yes,Yes,Yes,No,Yes,8000,7000,20000,13,Never had,Have now,0,Yes,Male,No,No,Have now,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,,3,Never had,Never had,,Have now,Never had,Medium
ID_0VBZ9J,malawi,33,Yes,Yes,No,Yes,Don't know,480000,3760000,5760000,10,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,No,,,Low
ID_8DO3PX,lesotho,73,Yes,Yes,No,Yes,Yes,3400,650,800,56,Never had,,,,,,,,,,,,No,Yes,No,,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_I6TP5P,zimbabwe,20,Yes,No,No,No,Yes,30,120,4320,1,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,,,,,,,Yes,2,Never had,Never had,Yes,,,Low
ID_A6KSNJ,eswatini,30,Yes,No,No,No,Yes,1200,450,1500,1,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Don't know,Yes,,,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_M5F505,malawi,40,No,Yes,No,Don't know,Don't know,600000,370000,7200000,3,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,No,Yes,Yes,Never had,Never had,Never had,Yes,,,,Yes,,,Low
